OperadOR,Pais_Accidente,Cantidad de rutas,all_aboard,cantidad de fallecidos,desconocido,errores_humanos,fallas_gestion_trafico,fallos_equipos,problemas_disenio,problemas_fabricacion,problemas_mantenimiento,problemas_meteorologicos,Hora,año,maña,noch,tard,unknown_Hour,Mes
Military -Royal Air Force,United Kingdom,1,17,16,0,0,0,0,0,0,0,1,17,1954,0,0,1,0,1
British Overseas Airways,Italia,1,35,35,0,0,0,0,1,0,1,0,11,1954,1,0,0,0,1
AVIANCA,Colombia,1,21,21,0,1,0,0,0,0,0,1,6,1954,1,0,0,0,1
Czech Airlines,Czechia,1,18,13,0,1,0,1,1,0,0,1,13,1954,0,0,1,0,1
Military - U.S. Air Force,United States,1,1,1,0,1,1,0,0,0,0,0,0,1954,0,0,0,1,1
Philippine Air Lines,Italia,1,16,16,0,1,0,1,1,0,0,1,11,1954,1,0,0,0,1
Zantop Air Transport,United States,1,3,3,0,1,0,0,0,0,0,1,7,1954,1,0,0,0,1
Military - U.S. Air Force,Japan,1,35,35,0,0,0,1,0,0,0,0,13,1954,0,0,1,0,2
Military - U.S. Air Force,United States,1,16,10,0,0,0,0,0,0,1,0,0,1954,0,0,0,1,2
Military - Royal Air Force,Malta,1,10,10,1,0,0,0,0,0,0,0,0,1954,0,0,0,1,2
Indian Airlines,India,1,3,3,0,0,0,0,0,0,0,1,11,1954,1,0,0,0,2
Western Airlines,United States,1,9,9,0,0,0,0,0,0,0,1,10,1954,1,0,0,0,2
Military - U.S. Air Force,France,1,20,20,0,1,0,0,0,0,0,1,14,1954,0,0,1,0,3
British Overseas Airways,Singapore,1,40,33,0,1,0,1,1,0,0,0,14,1954,0,0,1,0,3
Queensland Airlines,Australia,1,2,2,1,0,0,0,0,0,0,0,4,1954,1,0,0,0,3
Military - U.S. Air Force,United States,1,18,18,0,0,0,0,1,0,1,1,22,1954,0,1,0,0,3
Aeronaves de Mexico,Mexico,1,18,18,0,1,0,1,0,0,0,1,0,1954,0,0,0,1,3
Devlet Hava Yollari,Türkiye,1,25,25,0,0,0,1,0,0,0,0,13,1954,0,0,1,0,4
Autrex,Vietnam,1,4,4,0,1,0,0,0,0,0,0,0,1954,0,0,0,1,4
"South African Airways, leased from British Overseas Airways",Italia,1,21,21,0,0,0,0,1,0,1,0,20,1954,0,1,0,0,4
Trans Canada Air Lines / RCAF,Canada,2,36,36,0,1,0,1,0,0,1,0,10,1954,1,0,0,0,4
LAN,Chile,1,14,14,1,0,0,0,0,0,0,0,13,1954,0,0,1,0,4
Societe Indochinoise de Raviteillement,Laos,1,23,16,0,0,0,1,0,0,0,0,0,1954,0,0,0,1,4
Aerolineas Argentinas,Argentina,1,25,25,0,1,0,0,1,0,0,0,21,1954,0,1,0,0,4
Darbhanga Aviation,India,1,11,5,0,1,1,1,0,0,1,0,9,1954,1,0,0,0,4
New Zealand National Airways,New Zealand,1,28,3,0,1,0,1,0,0,1,1,9,1954,1,0,0,0,5
Transportes Aereos Nacionales,Brazil,1,19,19,0,0,1,1,0,0,0,0,0,1954,0,0,0,1,5
Sabena,Slovenia,1,4,1,1,0,0,0,0,0,0,0,0,1954,0,0,0,1,6
Varig,Brazil,1,3,3,0,0,0,0,0,0,0,0,11,1954,1,0,0,0,6
Soc. de Tr. Aériens d'Extrême Orient,Vietnam,1,4,4,1,0,0,0,0,0,0,0,0,1954,0,0,0,1,6
Swissair,United Kingdom,1,9,3,0,1,0,0,0,0,1,0,23,1954,0,1,0,0,6
Military - Brazilian Air Force,Brazil,1,24,24,0,0,0,1,0,0,0,0,12,1954,0,0,1,0,7
Cathay Pacific Airways,China,1,18,10,0,1,0,0,0,0,0,0,8,1954,1,0,0,0,7
Alaska Airlines,United States,1,2,2,0,1,0,0,0,0,0,0,15,1954,0,0,1,0,8
AVIANCA,Portugal,2,30,30,0,1,0,1,1,0,0,1,2,1954,1,0,0,0,8
Autrex,Vietnam,1,3,3,1,0,0,0,0,0,0,0,0,1954,0,0,0,1,8
Air Vietnam (South Vietnam),Laos,1,55,47,0,1,0,1,0,0,0,0,0,1954,0,0,0,1,8
Braniff Airlines,United States,1,19,12,0,0,0,0,0,0,0,1,17,1954,0,0,1,0,8
KLM Royal Dutch Airlines,North Sea,1,21,21,0,0,0,0,0,0,0,1,11,1954,1,0,0,0,8
Aeroflot,Russia,1,27,26,0,1,1,0,0,0,0,0,10,1954,1,0,0,0,8
Military - U.S. Air Force,in,1,27,26,0,1,0,1,0,0,0,0,22,1954,0,1,0,0,8
KLM Royal Dutch Airlines,Ireland,1,56,28,0,0,1,1,0,0,1,0,2,1954,1,0,0,0,9
Cruzeiro,Brazil,1,26,6,0,1,0,1,0,0,1,1,20,1954,0,1,0,0,9
Misrair,Egypt,1,4,3,0,0,0,1,0,0,0,1,0,1954,0,0,0,1,9
Aeroflot,Russia,1,29,29,0,1,0,1,0,0,0,1,0,1954,0,0,0,1,9
Military - U.S. Air Force,Italia,1,21,21,0,1,0,1,0,0,0,0,17,1954,0,0,1,0,10
Aeroflot,Russia,1,16,16,0,0,0,1,0,0,0,1,0,1954,0,0,0,1,10
Military - U.S. Navy,United States,1,42,42,0,0,0,1,0,0,0,0,1,1954,1,0,0,0,10
TAA,Australia,1,8,3,0,0,0,1,0,0,0,0,15,1954,0,0,1,0,10
TAM (Brazil),Peru,2,24,24,0,0,0,1,0,0,0,0,0,1954,0,0,0,1,11
Northeast Airlines,United States,1,7,2,0,1,0,1,0,0,0,0,11,1954,1,0,0,0,11
Air Laos,Laos,1,29,29,1,0,0,0,0,0,0,0,0,1954,0,0,0,1,12
Ceskoslovenské Aerolinie,Slovakia,1,4,4,0,1,0,1,0,0,0,0,23,1954,0,1,0,0,12
Linee Aeree Italiane,United States,1,32,26,0,1,1,0,1,0,0,0,14,1954,0,0,1,0,12
Linea Aeropostal Venezolana,Venezuela,1,2,2,0,1,0,0,0,0,0,0,0,1954,0,0,0,1,12
Johnson Flying Service,United States,1,28,10,0,1,0,0,0,0,1,0,23,1954,0,1,0,0,12
British Overseas Airways,United Kingdom,2,36,28,0,1,0,1,0,0,0,0,0,1954,0,0,0,1,12
Aeroflot,Russia,1,17,17,0,0,1,0,0,0,0,0,0,1954,0,0,0,1,12
Military - US Air Force,United States,1,12,12,0,1,1,0,0,0,0,0,0,1955,0,0,0,1,1
Military -Royal Air Force,Ireland,1,18,18,0,1,0,0,0,0,0,0,21,1955,0,1,0,0,1
Trans World Airlines / Castleton Inc.,United States,2,15,15,0,0,1,0,0,0,0,0,9,1955,1,0,0,0,1
Ontario Hydro,Canada,2,5,1,0,1,0,0,1,0,1,1,0,1955,0,0,0,1,1
United Air Lines,United States,1,39,0,0,1,0,1,1,0,1,0,16,1955,0,0,1,0,1
Interamericana de Aviacion,Colombia,1,5,5,0,1,0,0,0,0,0,0,0,1955,0,0,0,1,1
Indian Airlines,India,1,10,10,0,0,0,0,0,0,0,1,3,1955,1,0,0,0,2
West African Airways,Nigeria,1,13,13,0,0,0,1,1,0,0,0,10,1955,1,0,0,0,2
Sabena,Italia,1,29,29,0,1,1,1,0,0,0,0,19,1955,0,0,1,0,2
Trans World Airlines,United States,1,16,16,0,1,0,0,0,0,0,0,7,1955,1,0,0,0,2
Central African Airways,Zimbabwe,1,26,1,0,1,0,1,0,0,0,0,9,1955,1,0,0,0,2
de Havilland Dove,Argentina,1,7,6,0,0,1,1,0,0,0,0,15,1955,0,0,1,0,2
REAL,Brazil,1,21,5,0,1,0,1,0,0,0,0,0,1955,0,0,0,1,3
Private,Mexico,1,6,6,0,0,0,1,0,0,0,1,0,1955,0,0,0,1,3
Mexicana,Mexico,1,26,26,0,0,1,0,0,0,0,0,13,1955,0,0,1,0,3
AVIANCA,Colombia,1,8,8,0,0,0,1,0,0,0,0,15,1955,0,0,1,0,3
American Airlines,United States,1,35,13,0,1,0,0,0,0,0,0,22,1955,0,1,0,0,3
Military - U.S. Navy,United States,1,66,66,0,1,1,1,0,0,0,0,2,1955,1,0,0,0,3
Pan American World Airways,United States,1,23,4,0,1,0,1,0,0,1,0,11,1955,1,0,0,0,3
Aaxico Airlines,United States,1,2,2,0,0,0,0,0,0,0,1,0,1955,0,0,0,1,4
United Air Lines,United States,1,3,3,0,1,0,1,0,0,1,0,15,1955,0,0,1,0,4
Air India,Malaysia,1,19,19,0,0,1,1,1,0,0,1,17,1955,0,0,1,0,4
Union des Transportes Aeriens,United States,1,14,12,0,0,0,1,0,0,0,0,0,1955,0,0,0,1,4
East African Airways,Kenya,1,20,20,0,1,0,1,0,0,0,0,11,1955,1,0,0,0,5
Linea Aeropostal Venezolana,Venezuela,1,16,4,1,0,0,0,0,0,0,0,0,1955,0,0,0,1,5
Associated Airways,Canada,2,2,2,0,1,0,1,0,0,0,0,14,1955,0,0,1,0,5
Union Aéromaritime de Transport,Cameroon,1,3,3,0,1,0,0,0,0,0,0,0,1955,0,0,0,1,6
Panair do Brasil,Paraguay,1,24,16,0,1,0,1,1,0,0,0,1,1955,1,0,0,0,6
Tigres Voladores,Mexico,1,39,18,0,0,0,1,0,0,0,1,0,1955,0,0,0,1,6
Lineas Areas Unidas,Mexico,1,22,22,0,1,1,0,0,0,0,0,15,1955,0,0,1,0,7
Braniff Airlines,United States,1,43,22,0,1,1,1,0,0,0,1,6,1955,1,0,0,0,7
El Al,Bulgaria,1,58,58,0,1,1,1,0,0,0,1,7,1955,1,0,0,0,7
American Airlines,United States,1,30,30,0,1,0,1,1,0,1,0,12,1955,0,0,1,0,8
Aeroflot,Russia,1,25,25,0,0,0,1,0,0,1,0,15,1955,0,0,1,0,8
Military - U.S. Air Force / Military - U.S. Air Force,United States,1,67,67,0,0,0,1,0,0,0,0,14,1955,0,0,1,0,8
Cruzeiro,Brazil,1,13,13,0,1,0,1,0,0,0,0,8,1955,1,0,0,0,8
Kalinga Airlines,Nepal,1,3,2,0,0,0,1,0,0,0,0,0,1955,0,0,0,1,8
Union of Burma Airways,Myanmar,1,12,12,1,0,0,0,0,0,0,0,0,1955,0,0,0,1,9
Currey Air Transport,United States,1,33,2,0,1,0,1,0,0,0,1,7,1955,1,0,0,0,9
Societe France Hydro,Cameroon,1,16,16,0,1,0,0,1,0,0,1,0,1955,0,0,0,1,9
Pacific Western Airlines,Canada,2,6,2,0,0,0,1,0,0,1,0,0,1955,0,0,0,1,9
British Overseas Airways,Libya,1,47,15,0,1,0,1,0,0,0,1,0,1955,0,0,0,1,9
Flying Tiger Line,United States,2,5,3,0,0,1,1,0,0,1,0,20,1955,0,1,0,0,9
Associated Airways,Canada,2,2,1,0,0,0,0,0,0,1,0,13,1955,0,0,1,0,9
Faucett,Peru,1,35,19,0,1,0,1,0,0,0,0,0,1955,0,0,0,1,10
United Air Lines,United States,1,66,66,0,0,0,1,0,0,1,1,7,1955,1,0,0,0,10
JAT Yugoslav Airlines,Austria,1,29,7,0,1,0,1,0,0,0,0,15,1955,0,0,1,0,10
United Air Lines,United States,1,44,44,0,1,1,0,0,0,0,0,19,1955,0,0,1,0,11
Military - U.S. Air Force,United States,1,14,14,0,0,0,0,0,0,0,1,0,1955,0,0,0,1,11
Peninsular,United States,1,74,28,0,1,0,1,0,0,1,0,23,1955,0,1,0,0,11
Military - US Air Force,Japan,1,11,10,0,0,1,1,0,0,0,0,18,1955,0,0,1,0,11
Military - U.S. Air Force,United States,1,10,10,0,0,0,1,0,0,0,0,22,1955,0,1,0,0,11
Cruzeiro,Brazil,1,6,6,0,1,0,1,1,0,1,0,6,1955,1,0,0,0,12
Aeroflot,Russia,1,21,21,0,1,0,0,0,0,0,0,12,1955,0,0,1,0,12
Riddle Airlines,United States,1,2,2,0,0,0,1,0,0,0,0,20,1955,0,1,0,0,12
Cruzeiro Do Sud,Brazil,1,26,26,0,0,0,0,0,0,0,0,0,1955,0,0,0,1,12
Eastern Air Lines,United States,1,17,17,0,1,0,0,0,0,0,1,3,1955,1,0,0,0,12
Ansett ANA,Australia,1,2,1,0,1,0,0,0,0,0,1,3,1956,1,0,0,0,1
Quebecair,Canada,2,18,4,0,1,0,1,0,0,1,1,0,1956,0,0,0,1,1
Ceskoslovenske Aerolinie,Philippines,1,26,22,0,1,0,0,0,0,0,1,14,1956,0,0,1,0,1
Air France,France,1,3,3,0,1,0,0,0,0,0,1,0,1956,0,0,0,1,1
Maritime Central Airways,Canada,1,2,2,0,1,0,0,0,0,0,0,0,1956,0,0,0,1,2
Spartan Air Services,Canada,2,3,2,1,0,0,0,0,0,0,0,0,1956,0,0,0,1,2
Military - U.S. Marine Corps,United States,1,40,40,0,1,0,0,0,0,0,0,13,1956,0,0,1,0,2
Scottish Airlines,Malta,1,50,50,0,0,1,1,0,0,0,0,13,1956,0,0,1,0,2
Transport Aerien Intercontinentaux (France),Egypt,1,64,52,0,1,0,1,1,0,0,0,3,1956,1,0,0,0,2
Syrian Airways,Syria,1,19,19,0,0,0,1,0,0,0,1,0,1956,0,0,0,1,2
Pakistan International Airlines,Pakistan,1,3,3,0,1,0,1,0,0,0,0,14,1956,0,0,1,0,2
Indian Airlines,India,1,21,2,0,1,0,0,1,0,0,0,0,1956,0,0,0,1,3
Starways,United Kingdom,1,3,1,0,1,0,1,0,0,0,1,0,1956,0,0,0,1,3
National Air Operators,India,1,3,3,0,0,0,0,0,0,0,1,5,1956,1,0,0,0,3
Military - Royal Thai Air Force,Thailand,1,19,19,1,0,0,0,0,0,0,0,0,1956,0,0,0,1,3
Trans World Airlines,United States,1,36,22,0,1,0,1,0,0,0,0,19,1956,0,0,1,0,4
Northwest Orient Airlines,United States,1,38,5,0,0,0,1,1,0,0,0,8,1956,1,0,0,0,4
Cordova Airlines,United States,1,6,6,0,1,0,1,1,0,0,1,9,1956,1,0,0,0,4
Panair do Brasil,Brazil,1,12,3,0,1,0,0,0,0,1,0,0,1956,0,0,0,1,4
Scottish Airlines,United Kingdom,1,54,2,1,0,0,0,0,0,0,0,9,1956,1,0,0,0,4
Indian Airlines,Nepal,1,31,14,0,1,0,1,0,0,1,0,0,1956,0,0,0,1,5
Military - Royal Canadian Air Force,Canada,2,2,2,0,0,0,1,0,0,0,0,22,1956,0,1,0,0,5
Aviateca,Guatemala,1,31,30,0,0,0,0,0,0,0,1,10,1956,1,0,0,0,5
Linea Aeropostal Venezolana,United States,1,74,74,0,0,0,1,1,0,1,0,1,1956,1,0,0,0,6
British Overseas Airways,Nigeria,1,45,32,0,0,0,0,0,0,0,1,17,1956,0,0,1,0,6
United Air Lines / Trans World Airlines,United States,1,128,128,0,1,0,0,0,0,0,1,10,1956,1,0,0,0,6
Trans Canada Air Lines,United States,1,35,1,0,1,0,1,0,0,1,0,13,1956,0,0,1,0,7
Military - U.S. Air Force,United States,1,66,46,0,0,0,0,0,0,0,1,15,1956,0,0,1,0,7
Swissair,Ireland,1,4,4,0,1,0,1,0,0,1,1,1,1956,1,0,0,0,7
Aerolineas Argentinas,Argentina,1,18,18,0,1,0,0,0,0,0,1,7,1956,1,0,0,0,7
Union of Burma Airways,Myanmar,1,22,12,1,0,0,0,0,0,0,0,0,1956,0,0,0,1,8
Canadian Pacific Air Lines,United States,1,22,15,0,1,0,0,0,0,1,0,20,1956,0,1,0,0,8
Jordan International Airlines,Jordan,1,57,1,0,1,0,1,0,0,0,0,0,1956,0,0,0,1,9
Continental Airlines,United States,1,18,0,0,1,0,1,0,0,0,0,14,1956,0,0,1,0,9
Alaska Airlines,United States,1,5,5,0,0,0,0,0,0,1,1,18,1956,0,0,1,0,10
Military - U.S. Navy,United Kingdom,1,59,59,1,0,0,0,0,0,0,0,22,1956,0,1,0,0,10
Pan American World Airways,Pacific Ocean,1,31,0,0,0,0,1,0,0,1,0,6,1956,1,0,0,0,10
Indian Airlines,India,1,3,3,0,0,0,0,0,0,0,1,0,1956,0,0,0,1,10
Military - Egyptian Air Force,Mediterranean Sea,1,16,16,0,1,0,0,0,0,0,0,22,1956,0,1,0,0,10
Britavia,United Kingdom,1,80,7,0,1,1,0,0,0,0,0,23,1956,0,1,0,0,11
Braathens,Norway,1,12,2,0,1,0,0,0,0,0,1,9,1956,1,0,0,0,11
Aerovias Guest,Nicaragua,1,25,25,0,1,0,1,0,0,1,0,14,1956,0,0,1,0,11
Empresa Aviacion del Pacifico,Colombia,1,36,36,0,1,0,0,0,0,0,1,16,1956,0,0,1,0,11
Linee Aeree Italiane,France,1,35,34,0,0,0,1,1,0,0,0,0,1956,0,0,0,1,11
Ceskoslovenske Aerolinie,Schweiz,1,23,23,0,0,1,0,0,0,0,0,18,1956,0,0,1,0,11
Linea Aeropostal Venezolana,Venezuela,1,25,25,0,1,1,1,0,0,0,0,8,1956,1,0,0,0,11
AIDA,Colombia,1,16,14,0,0,1,1,0,0,0,1,7,1956,1,0,0,0,12
Trans Canada Air Lines,Canada,2,62,62,0,0,0,1,0,0,1,1,19,1956,0,0,1,0,12
Air France,France,1,5,5,1,0,0,0,0,0,0,0,9,1956,1,0,0,0,12
JAT Yugoslav Airlines,Deutschland,1,30,3,0,1,0,0,1,0,0,0,21,1956,0,1,0,0,12
Linee Aeree Italiane,Italia,1,21,21,0,1,0,1,0,0,0,0,18,1956,0,0,1,0,12
Military - U.S. Air Force,Saudi Arabia,1,38,12,0,1,0,1,0,0,0,1,0,1956,0,0,0,1,12
American Airlines,United States,1,10,1,0,1,0,1,0,0,0,1,0,1957,0,0,0,1,1
Lineas Aereas del Estado,Argentina,1,33,17,0,0,0,1,0,0,0,1,9,1957,1,0,0,0,1
Lanica,Nicaragua,1,16,16,0,0,0,0,1,0,0,0,11,1957,1,0,0,0,1
Air France,France,1,70,2,0,1,1,1,1,0,1,1,19,1957,0,0,1,0,1
Douglas Aircraft,United States,1,6,5,0,1,0,0,0,0,0,1,11,1957,1,0,0,0,1
Northeast Airlines,United States,1,101,21,0,0,1,1,0,0,1,1,18,1957,0,0,1,0,2
Military - U.S. Air Force,korea,1,159,22,0,1,0,1,0,0,0,0,20,1957,0,1,0,0,2
Alaska Airlines,United States,1,5,5,0,1,1,1,0,0,0,0,17,1957,0,0,1,0,3
Japanese Air Force,Japan,1,17,17,0,1,0,0,0,0,0,0,0,1957,0,0,0,1,3
Military -Royal Air Force,United Kingdom,1,22,18,0,0,0,0,0,0,1,1,11,1957,1,0,0,0,3
AVIANCA,Colombia,1,15,15,0,1,0,0,0,0,0,0,10,1957,1,0,0,0,3
British European Airways,United Kingdom,1,20,20,0,1,0,0,1,0,0,0,13,1957,0,0,1,0,3
Military - Philippine Air Force,Philippines,1,25,24,0,0,0,0,1,0,0,0,1,1957,1,0,0,0,3
Lloyd Aereo Boliviano,Bolivia,1,19,19,0,0,0,1,0,0,0,0,0,1957,0,0,0,1,3
Military - U.S. Air Force,North Pacific Ocean,1,67,67,0,0,0,0,0,0,0,1,0,1957,0,0,0,1,3
Varig,Brazil,1,40,40,0,1,0,1,1,0,1,0,0,1957,0,0,0,1,4
Air France,Algeria,1,34,34,0,0,0,1,0,0,0,0,0,1957,0,0,0,1,4
REAL,Brazil,1,30,26,0,1,0,1,0,0,1,1,15,1957,0,0,1,0,4
Transportes Aéreos Mexicanos,Mexico,1,3,3,0,1,0,1,0,0,0,0,7,1957,1,0,0,0,4
Military -Royal Air Force,Jordan,1,24,24,0,0,0,1,1,0,0,1,8,1957,1,0,0,0,4
Eagle Aviation,United Kingdom,2,35,34,0,1,1,1,0,0,1,0,21,1957,0,1,0,0,5
Indian Airlines,India,1,3,1,0,1,0,0,0,0,0,1,0,1957,0,0,0,1,5
Aviaco,spain,2,37,37,0,1,0,1,1,0,0,0,19,1957,0,0,1,0,5
U.S. Overseas Airways,Kalaallit Nunaat,1,3,2,0,0,1,0,0,0,0,1,3,1957,1,0,0,0,5
Indian Airlines,India,1,2,2,0,1,0,1,0,0,0,0,0,1957,0,0,0,1,5
Lineas Aereas del Estado,Argentina,1,16,16,0,1,0,0,0,0,1,1,0,1957,0,0,0,1,5
LOT Polish Airlines,Russia,1,13,9,0,1,1,0,0,0,0,1,23,1957,0,1,0,0,6
Swissair,Schweiz,1,9,9,0,1,0,0,0,0,0,0,10,1957,1,0,0,0,6
Capital Airlines,United States,1,3,3,0,1,0,1,0,0,0,0,7,1957,1,0,0,0,6
Pacific Western,Canada,2,18,14,0,1,0,0,0,0,0,0,14,1957,0,0,1,0,6
Pakistan International Airlines,Pakistan,1,24,24,0,0,0,0,0,0,0,1,0,1957,0,0,0,1,7
Kenting Air,Canada,2,4,4,0,0,1,0,0,0,0,1,0,1957,0,0,0,1,7
KLM Royal Dutch Airlines,Indonesia,1,68,58,0,0,0,0,0,0,1,0,3,1957,1,0,0,0,7
Military - United States Air Force,Taiwan,1,16,16,1,0,0,0,0,0,0,0,21,1957,0,1,0,0,7
Western Airlines,United States,1,16,1,0,1,1,1,0,0,0,0,3,1957,1,0,0,0,7
Maritime Central Airways,Canada,2,79,79,0,0,0,0,0,0,0,1,14,1957,0,0,1,0,8
Aeroflot,Denmark,1,23,23,0,1,0,1,0,0,0,0,6,1957,1,0,0,0,8
Indamer,India,1,8,8,0,0,0,1,0,0,0,0,0,1957,0,0,0,1,8
Sahsa Airlines,Honduras,1,12,12,0,0,0,1,0,0,1,0,0,1957,0,0,0,1,8
Avensa,Venezuela,1,8,8,0,1,0,1,0,0,0,1,0,1957,0,0,0,1,9
Northeast Airlines,United States,1,24,12,0,1,0,0,0,0,0,1,20,1957,0,1,0,0,9
REAL,Uruguay,1,35,1,0,1,0,1,0,0,0,1,21,1957,0,1,0,0,9
èkoda (India) Ltd,India,2,3,3,0,0,0,0,1,0,0,0,11,1957,1,0,0,0,9
British European Airways,United Kingdom,1,3,3,0,1,0,0,0,0,0,1,0,1957,0,0,0,1,9
Aeroflot,Russia,1,27,27,0,1,0,0,0,0,1,1,18,1957,0,0,1,0,10
Lebanese International Airways,Lebanon,1,27,27,0,0,0,1,0,0,0,0,1,1957,1,0,0,0,10
Varig,Brazil,1,2,2,0,0,0,1,0,0,0,0,0,1957,0,0,0,1,10
British European Airways,Ireland,1,7,7,0,1,0,0,0,0,0,1,16,1957,0,0,1,0,10
Iberia Airlines,spain,1,21,21,0,0,0,1,0,0,0,0,18,1957,0,0,1,0,10
Transportes Aereos Mexicanos,Mexico,1,3,3,1,0,0,0,0,0,0,0,0,1957,0,0,0,1,10
Herfurtner Company,United States,1,10,7,1,0,0,0,0,0,0,0,7,1957,1,0,0,0,11
TAROM,Russia,1,16,4,0,1,0,0,0,0,0,1,17,1957,0,0,1,0,11
Bristol Aeroplane Co.,United Kingdom,1,15,15,0,1,0,1,1,0,0,0,0,1957,0,0,0,1,11
Pan American World Airways,Pacific Ocean,2,44,44,0,0,0,1,0,0,0,0,1,1957,1,0,0,0,11
Aquilla Airways,United Kingdom,1,58,43,0,0,0,1,0,0,1,0,22,1957,0,1,0,0,11
Aviaco,spain,1,4,4,0,1,0,1,0,0,0,1,20,1957,0,1,0,0,11
Straits Air Freight Express,New Zealand,1,4,4,0,0,0,1,1,0,0,0,11,1957,1,0,0,0,11
Aerolineas Argentinas,Argentina,1,61,61,0,1,0,0,1,0,0,1,16,1957,0,0,1,0,12
Northern Wings,Canada,2,10,3,0,1,0,0,0,0,0,0,0,1957,0,0,0,1,12
Philippine Air Lines,Philippines,1,12,2,0,1,0,1,1,0,0,1,13,1957,0,0,1,0,12
Aeroflot,Russia,1,27,27,0,0,0,1,0,0,0,0,12,1957,0,0,1,0,12
Scottish Airlines,United Kingdom,1,4,4,0,1,0,1,0,0,0,1,0,1957,0,0,0,1,12
Military - U.S. Navy,United States,1,23,19,0,1,0,1,0,0,1,0,16,1957,0,0,1,0,12
Aerolineas Argentinas,Argentina,1,50,9,0,1,0,1,0,0,0,0,12,1957,0,0,1,0,12
Cruzeiro,Brazil,1,3,3,0,0,0,1,0,0,0,0,0,1958,0,0,0,1,1
TAM (Bolivia),Bolivia,1,11,11,0,1,0,0,0,0,0,0,0,1958,0,0,0,1,1
Loide Aéreo Nacional,Brazil,1,73,5,0,0,0,1,0,0,1,0,0,1958,0,0,0,1,2
Military - U.S.  Air Force / Military - U.S. Navy,United States,1,41,41,0,1,1,1,0,0,0,0,19,1958,0,0,1,0,2
British European Airways,Deutschland,1,44,23,0,0,0,1,0,0,0,1,16,1958,0,0,1,0,2
Military - US Air Force,Italia,1,16,16,1,0,0,0,0,0,0,0,22,1958,0,1,0,0,2
Réseau Aérien Interinsulaire,France,1,15,15,0,1,0,0,1,0,0,0,0,1958,0,0,0,1,2
KLM Royal Dutch Airlines,Egypt,1,21,1,0,1,0,1,0,0,0,0,1,1958,1,0,0,0,2
Military - U.S. Navy,Portugal,1,22,22,1,0,0,0,0,0,0,0,5,1958,1,0,0,0,2
Silver City Airways,United Kingdom,2,42,35,0,1,0,0,0,0,0,0,9,1958,1,0,0,0,2
Misrair,Egypt,1,26,8,1,0,0,0,0,0,0,0,0,1958,0,0,0,1,3
Military - U.S. Marine Corps/Military - U.S. Marine Corps,Japan,1,26,26,0,1,0,1,0,0,1,0,19,1958,0,0,1,0,3
Private,United States,1,4,4,0,0,0,1,0,0,0,1,2,1958,1,0,0,0,3
Indian Airlines,Nepal,1,20,20,0,1,1,1,0,0,0,0,0,1958,0,0,0,1,3
Braniff Airlines,United States,1,24,9,0,0,1,1,0,0,1,0,0,1958,0,0,0,1,3
Military - U.S. Air Force/Military - U.S. Air Force,United States,1,18,18,0,1,0,0,0,0,0,0,16,1958,0,0,1,0,3
Transportes Aereos Orientales,Ecuador,1,14,3,0,0,0,1,0,0,0,0,0,1958,0,0,0,1,4
Capital Airlines,United States,1,47,47,0,1,1,1,0,0,1,1,23,1958,0,1,0,0,4
AREA,Ecuador,1,32,32,0,1,0,1,0,0,1,1,9,1958,1,0,0,0,4
Aviaco,spain,1,16,16,0,0,0,1,0,0,0,0,21,1958,0,1,0,0,4
United Air Lines / Military - U.S. Air Force,United States,2,49,49,0,1,0,1,0,0,0,0,8,1958,1,0,0,0,4
Pakistan International Airlines,India,1,38,21,0,1,0,0,0,0,0,1,20,1958,0,1,0,0,5
British European Airways,France,1,3,3,0,0,0,0,0,0,1,1,0,1958,0,0,0,1,5
Sabena,Morocco,1,69,65,0,1,0,1,0,0,1,1,4,1958,1,0,0,0,5
Capital Airlines / Military - Air National Guard,United States,1,13,12,0,1,0,1,0,0,0,0,11,1958,1,0,0,0,5
Dan-Air Services,India,1,5,4,0,1,0,1,0,0,1,0,0,1958,0,0,0,1,5
Paraense Transportes Aéreos,Brazil,1,4,4,1,0,0,0,0,0,0,0,0,1958,0,0,0,1,5
Air France,Algeria,1,15,15,0,1,0,0,0,0,0,0,0,1958,0,0,0,1,5
Pan American World Airways,Philippines,1,57,1,0,1,0,1,0,0,1,1,5,1958,1,0,0,0,6
Aeronaves de Mexico,Mexico,1,45,45,0,1,0,0,1,0,0,0,22,1958,0,1,0,0,6
Capital Airlines,United States,1,3,1,0,1,0,1,0,0,1,0,13,1958,0,0,1,0,6
Aeroflot,Russia,1,24,24,0,1,0,1,0,0,0,1,11,1958,1,0,0,0,6
Cruzeiro,Brazil,1,26,21,0,1,0,0,0,0,0,0,17,1958,0,0,1,0,6
Indian Airlines,India,1,7,5,0,1,0,1,1,0,1,0,11,1958,1,0,0,0,6
Military - U.S. Air Force,United States,1,15,15,0,0,0,1,0,0,1,0,0,1958,0,0,0,1,6
Indian Airlines,in,1,3,3,0,0,0,1,0,0,0,1,14,1958,0,0,1,0,7
Central African Airways,Libya,1,54,36,0,1,0,0,1,0,0,0,1,1958,1,0,0,0,8
Loide Aéreo Nacional,Brazil,1,11,10,0,1,1,0,0,0,0,0,19,1958,0,0,1,0,8
All Nippon Airways,Japan,1,33,33,0,0,0,1,0,0,0,0,0,1958,0,0,0,1,8
