fecha,HORA declarada,OperadOR,Pais_Accidente,Cantidad de rutas,all_aboard,cantidad de fallecidos,Cause,Cause_Category,desconocido,errores_humanos,fallas_gestion_trafico,fallos_equipos,problemas_disenio,problemas_fabricacion,problemas_mantenimiento,problemas_meteorologicos
1951-06-13,06:00:00,Sociedad Aeronautica Medellin,Colombia,1,3,3,"['chimney', 'explosion', 'landing', 'stalled']",errores_humanos;errores_humanos;fallos_equipos,0,1,0,1,0,0,0,0
1951-06-22,03:25:00,Pan American World Airways,Liberia,1,40,40,['airport'],fallas_gestion_trafico,0,0,1,0,0,0,0,0
1951-06-29,00:00:00,JAT Yugoslav Airlines,Cuba,1,14,14,"['thunderstorm', 'turbulence', 'weather']",problemas_meteorologicos;problemas_meteorologicos;problemas_meteorologicos,0,0,0,0,0,0,0,1
1951-06-30,02:00:00,United Air Lines,United States,2,50,50,"['failed', 'mountain', 'mountainous', 'prescribed', 'wrong']",fallos_equipos;errores_humanos;errores_humanos;errores_humanos;errores_humanos,0,1,0,1,0,0,0,0
1951-07-12,22:45:00,Military - Royal Air Force,United Kingdom,1,10,10,"['engine', 'error', 'fire']",fallos_equipos;fallos_equipos;fallos_equipos,0,0,0,1,0,0,0,0
1951-07-12,00:00:00,Indamer,India,1,3,3,['mountain'],errores_humanos,0,1,0,0,0,0,0,0
1951-07-12,00:00:00,Loide Aereo Nacional,Brazil,1,33,33,"['approach', 'landing', 'visual', 'weather']",errores_humanos;errores_humanos;problemas_meteorologicos;problemas_meteorologicos,0,1,0,0,0,0,0,1
1951-07-16,09:07:00,Qantas,Papua Niugini,1,7,7,['failed'],fallos_equipos,0,0,0,1,0,0,0,0
1951-07-20,00:00:00,Air Outre-Mer,China,1,3,3,['land'],errores_humanos,0,1,0,0,0,0,0,0
1951-07-21,22:55:00,Canadian Pacific Air Lines,United States,1,37,37,['unknown'],desconocido,1,0,0,0,0,0,0,0
1951-07-24,05:45:00,Sabena,Mali,1,3,3,"['difficulties', 'engine', 'failure', 'hydraulic', 'takeoff', 'visibility']",errores_humanos;fallos_equipos;fallos_equipos;fallos_equipos;problemas_meteorologicos,0,1,0,1,0,0,0,1
1951-07-29,00:00:00,Loide Aéreo Nacional,Bolivia,1,7,7,['tree'],errores_humanos,0,1,0,0,0,0,0,0
1951-08-08,21:00:00,Trans Australia Airlines,Australia,1,2,2,"['ice', 'takeoff']",problemas_meteorologicos,0,0,0,0,0,0,0,1
1951-08-11,09:25:00,Air France,France,1,5,5,"['design', 'engine', 'engines', 'overspeed', 'stall', 'structure']",problemas_disenio;fallos_equipos;fallos_equipos;fallas_gestion_trafico;fallos_equipos;problemas_disenio,0,0,1,1,1,0,0,0
1951-08-17,00:00:00,REAL,Brazil,1,10,10,unknown,,0,0,0,0,0,0,0,0
1951-08-24,04:28:00,United Air Lines,United States,1,50,50,"['airport', 'approach', 'failure', 'fog', 'instrument', 'prescribed', 'procedures', 'visual']",fallas_gestion_trafico;errores_humanos;fallos_equipos;problemas_meteorologicos;fallos_equipos;errores_humanos;errores_humanos;problemas_meteorologicos,0,1,1,1,0,0,0,1
1951-09-08,19:00:00,VASP,Brazil,1,13,13,"['airport', 'failure']",fallas_gestion_trafico;fallos_equipos,0,0,1,1,0,0,0,0
1951-09-12,12:30:00,Societe Alpes Provence,spain,1,39,39,"['failure', 'weather']",fallos_equipos;problemas_meteorologicos,0,0,0,1,0,0,0,1
1951-09-12,11:46:00,United Air Lines,United States,1,3,3,"['stall', 'stalled']",fallos_equipos;fallos_equipos,0,0,0,1,0,0,0,0
1951-09-15,00:00:00,Air India,India,1,28,22,['unknown'],desconocido,1,0,0,0,0,0,0,0
1951-09-27,00:00:00,Military - US Air Force,in,1,14,14,['wing'],problemas_disenio,0,0,0,0,1,0,0,0
1951-09-29,00:00:00,Frigorifico Cooperativo Los Andes,Bolivia,1,27,27,"['airport', 'takeoff']",fallas_gestion_trafico,0,0,1,0,0,0,0,0
1951-10-08,00:00:00,Aero Transportes,Mexico,1,8,8,['unknown'],desconocido,1,0,0,0,0,0,0,0
1951-10-15,00:00:00,South African Airways,South Africa,1,17,17,['clouds'],problemas_meteorologicos,0,0,0,0,0,0,0,1
1951-10-15,00:00:00,Military - U.S. Air Force,Canada,1,12,12,['unknown'],desconocido,1,0,0,0,0,0,0,0
1951-10-17,18:55:00,Queen Charlotte Airlines,Canada,2,23,23,['weather'],problemas_meteorologicos,0,0,0,0,0,0,0,1
1951-10-22,00:00:00,JAT Yugoslav Airlines,Cuba,1,12,12,['unknown'],desconocido,1,0,0,0,0,0,0,0
1951-10-27,19:00:00,Military - Guatemalan Air Force,Guatemala,1,29,27,"['burned', 'fire']",fallos_equipos;fallos_equipos,0,0,0,1,0,0,0,0
1951-11-05,09:29:00,Transocean Air Lines,United States,1,29,1,"['land', 'visibility', 'weather']",errores_humanos;problemas_meteorologicos;problemas_meteorologicos,0,1,0,0,0,0,0,1
1951-11-13,13:00:00,Military - U. S. Air Force,France,1,36,36,['weather'],problemas_meteorologicos,0,0,0,0,0,0,0,1
1951-11-15,09:00:00,LOT Polish Airlines,Poland,1,18,18,['unknown'],desconocido,1,0,0,0,0,0,0,0
1951-11-17,16:23:00,Aeroflot,Russia,1,23,23,['icing'],problemas_meteorologicos,0,0,0,0,0,0,0,1
1951-11-19,00:00:00,Devlet Hava Yollari,Egypt,1,5,5,"['land', 'weather']",errores_humanos;problemas_meteorologicos,0,1,0,0,0,0,0,1
1951-11-21,07:45:00,Deccan Airways,India,1,17,16,"['airport', 'approach', 'fog', 'trees', 'visibility']",fallas_gestion_trafico;errores_humanos;problemas_meteorologicos;problemas_meteorologicos;problemas_meteorologicos,0,1,1,0,0,0,0,1
1951-11-24,06:00:00,El Al,Schweiz,1,7,6,"['approach', 'visibility']",errores_humanos;problemas_meteorologicos,0,1,0,0,0,0,0,1
1951-11-27,00:00:00,Lineas Aereas Unidas,Mexico,1,21,13,['climb'],problemas_disenio,0,0,0,0,1,0,0,0
1951-12-04,07:25:00,United Air Lines,United States,1,3,3,['stalled'],fallos_equipos,0,0,0,1,0,0,0,0
1951-12-13,00:00:00,Qantas,Papua Niugini,2,3,3,"['error', 'trees']",fallos_equipos;problemas_meteorologicos,0,0,0,1,0,0,0,1
1951-12-16,15:09:00,Miami Airlines,United States,1,56,56,"['airport', 'engine', 'failed', 'failure', 'fire', 'gear', 'improper', 'landing', 'power', 'stall', 'wing']",fallas_gestion_trafico;fallos_equipos;fallos_equipos;fallos_equipos;fallos_equipos;fallos_equipos;errores_humanos;errores_humanos;problemas_mantenimiento;fallos_equipos;problemas_disenio,0,1,1,1,1,0,1,0
1951-12-23,00:00:00,Misrair,Iran,1,22,22,"['airport', 'land', 'landing', 'snow', 'visibility']",fallas_gestion_trafico;errores_humanos;errores_humanos;problemas_meteorologicos;problemas_meteorologicos,0,1,1,0,0,0,0,1
1951-12-27,04:26:00,Aeroflot,Russia,1,20,20,"['fuel', 'wrong']",problemas_mantenimiento;errores_humanos,0,1,0,0,0,0,1,0
1951-12-29,22:25:00,Continental Charters,United States,1,40,26,"['instrument', 'maintain', 'visibility', 'visual', 'weather']",fallos_equipos;problemas_mantenimiento;problemas_meteorologicos;problemas_meteorologicos;problemas_meteorologicos,0,0,0,1,0,0,1,1
1951-12-30,22:07:00,Transocean Air Lines,United States,1,4,4,"['approach', 'failure', 'procedures']",errores_humanos;fallos_equipos;errores_humanos,0,1,0,1,0,0,0,0
1951-12-30,15:40:00,Military - U.S. Air Force,United States,1,28,28,['unknown'],desconocido,1,0,0,0,0,0,0,0
1951-12-31,00:00:00,Kalinga Airlines,India,1,3,3,"['takeoff', 'trees']",problemas_meteorologicos,0,0,0,0,0,0,0,1
1952-01-02,00:00:00,Air France,Madagascar,1,11,6,unknown,,0,0,0,0,0,0,0,0
1952-01-10,19:15:00,Aer Lingus,Ireland,1,23,23,['turbulence'],problemas_meteorologicos,0,0,0,0,0,0,0,1
1952-01-19,01:38:00,Northwest Orient Airlines,Canada,2,43,36,"['engine', 'gear', 'icing', 'landing', 'power']",fallos_equipos;fallos_equipos;problemas_meteorologicos;errores_humanos;problemas_mantenimiento,0,1,0,1,0,0,1,1
1952-01-22,15:43:00,American Airlines,United States,1,23,23,"['approach', 'icing']",errores_humanos;problemas_meteorologicos,0,1,0,0,0,0,0,1
1952-02-04,00:00:00,Sabena,Democratic Republic of Congo,1,15,15,"['broke', 'engine', 'failure', 'fatigue']",problemas_mantenimiento;fallos_equipos;fallos_equipos;problemas_disenio,0,0,0,1,1,0,1,0
1952-02-07,00:00:00,Military - U.S. Air Force,Japan,1,13,13,"['power', 'snowstorm']",problemas_mantenimiento;problemas_meteorologicos,0,0,0,0,0,0,1,1
1952-02-11,00:20:00,National Airlines,United States,1,63,29,['engine'],fallos_equipos,0,0,0,1,0,0,0,0
1952-02-16,17:34:00,Hunting Air Travel,Italia,1,31,31,"['maintain', 'mountain', 'wind']",problemas_mantenimiento;errores_humanos;problemas_meteorologicos,0,1,0,0,0,0,1,1
1952-02-19,02:23:00,Deccan Airways,India,1,16,3,"['approach', 'error', 'trees']",errores_humanos;fallos_equipos;problemas_meteorologicos,0,1,0,1,0,0,0,1
1952-02-19,00:00:00,STAAP,Cameroon,1,9,9,unknown,,0,0,0,0,0,0,0,0
1952-02-28,00:00:00,Panair do Brasil,Brazil,1,8,8,"['error', 'trees', 'wing']",fallos_equipos;problemas_meteorologicos;problemas_disenio,0,0,0,1,1,0,0,1
1952-03-03,08:10:00,Air France,France,1,38,38,"['gear', 'malfunction']",fallos_equipos;fallos_equipos,0,0,0,1,0,0,0,0
1952-03-10,00:00:00,Philippine Air Lines,Philippines,1,3,3,['unknown'],desconocido,1,0,0,0,0,0,0,0
1952-03-12,00:00:00,Military - U.S. Air Force / U.S. Air Force,United States,1,15,15,"['burned', 'exploded', 'training']",fallos_equipos;fallos_equipos;errores_humanos,0,1,0,1,0,0,0,0
1952-03-22,14:00:00,Maritime Central Airways,Canada,2,4,4,['unknown'],desconocido,1,0,0,0,0,0,0,0
1952-03-22,10:45:00,KLM Royal Dutch Airlines,Deutschland,1,47,45,"['approach', 'fog', 'rain']",errores_humanos;problemas_meteorologicos;problemas_meteorologicos,0,1,0,0,0,0,0,1
1952-03-24,03:10:00,Société Aérienne de Tr. Tropicaux,in,1,21,17,"['failed', 'fatigue', 'maintain']",fallos_equipos;problemas_disenio;problemas_mantenimiento,0,0,0,1,1,0,1,0
1952-03-26,00:00:00,Aeroflot,Russia,1,70,70,['unknown'],desconocido,1,0,0,0,0,0,0,0
1952-03-29,00:00:00,TACA,Venezuela,1,12,12,['mountain'],errores_humanos,0,1,0,0,0,0,0,0
1952-03-30,00:00:00,Philippine Air Lines,Philippines,1,29,10,"['collapsed', 'obstruction', 'takeoff']",problemas_disenio;problemas_disenio,0,0,0,0,1,0,0,0
1952-04-05,08:25:00,US Airlines,United States,1,2,2,"['approach', 'engine', 'failed', 'fuel', 'turbulence']",errores_humanos;fallos_equipos;fallos_equipos;problemas_mantenimiento;problemas_meteorologicos,0,1,0,1,0,0,1,1
1952-04-09,08:07:00,Japan Air Lines,Japan,1,37,37,['instrument'],fallos_equipos,0,0,0,1,0,0,0,0
1952-04-10,00:00:00,Kalinga Airlines,India,1,4,4,"['engine', 'landing']",fallos_equipos;errores_humanos,0,1,0,1,0,0,0,0
1952-04-11,12:20:00,Pan American World Airways,United States,1,69,52,"['airport', 'broke', 'climb', 'engine', 'failure', 'inadequate', 'maintenance', 'power', 'takeoff']",fallas_gestion_trafico;problemas_mantenimiento;problemas_disenio;fallos_equipos;fallos_equipos;errores_humanos;problemas_mantenimiento;problemas_mantenimiento,0,1,1,1,1,0,1,0
1952-04-18,03:34:00,North Continental Airlines (Robin Airlines),United States,1,29,29,"['airport', 'approach', 'burned', 'failure', 'fog', 'violations', 'visibility']",fallas_gestion_trafico;errores_humanos;fallos_equipos;fallos_equipos;problemas_meteorologicos;errores_humanos;problemas_meteorologicos,0,1,1,1,0,0,0,1
1952-04-29,04:40:00,Pan American World Airways,Brazil,1,50,50,['engine'],fallos_equipos,0,0,0,1,0,0,0,0
1952-04-30,00:00:00,Deccan Airways,India,1,9,9,"['approach', 'engine', 'fuel']",errores_humanos;fallos_equipos;problemas_mantenimiento,0,1,0,1,0,0,1,0
1952-05-05,00:00:00,Fred Olsen Flyveselskap,Norway,1,29,11,"['error', 'mountain', 'navigational']",fallos_equipos;errores_humanos;fallas_gestion_trafico,0,1,1,1,0,0,0,0
1952-05-09,00:00:00,Garuda Indonesia Airlines,Malaysia,1,17,17,['unknown'],desconocido,1,0,0,0,0,0,0,0
1952-05-13,00:00:00,VASP,Brazil,1,22,5,"['engine', 'error', 'failure', 'gear', 'landing', 'maintenance']",fallos_equipos;fallos_equipos;fallos_equipos;fallos_equipos;errores_humanos;problemas_mantenimiento,0,1,0,1,0,0,1,0
1952-05-24,00:00:00,Loide Aéreo Nacional,Brazil,1,6,6,"['engine', 'failure', 'maintenance', 'stalled']",fallos_equipos;fallos_equipos;problemas_mantenimiento;fallos_equipos,0,0,0,1,0,0,1,0
1952-05-26,08:45:00,British Overseas Airways,Mauritania,1,18,1,"['fuel', 'improper', 'landing']",problemas_mantenimiento;errores_humanos;errores_humanos,0,1,0,0,0,0,1,0
1952-06-13,11:29:00,Swedish Air Force,Morze Bałtyckie,1,8,8,"['shot', 'wreckage']",errores_humanos;fallos_equipos,0,1,0,1,0,0,0,0
1952-06-14,09:49:00,Morton Air Services,United Kingdom,2,8,6,"['engine', 'icing']",fallos_equipos;problemas_meteorologicos,0,0,0,1,0,0,0,1
1952-06-24,00:00:00,Military - U.S. Air Force,United Kingdom,1,11,11,['burned'],fallos_equipos,0,0,0,1,0,0,0,0
1952-06-25,00:00:00,Military - Royal Air Force,North Sea,1,13,11,['unknown'],desconocido,1,0,0,0,0,0,0,0
1952-07-18,00:00:00,Military - Navy,United States,2,46,41,['training'],errores_humanos,0,1,0,0,0,0,0,0
1952-07-27,11:46:00,Pan American World Airways,Brazil,1,27,1,['failure'],fallos_equipos,0,0,0,1,0,0,0,0
1952-08-12,00:00:00,Transportes Areos Nacionales,Brazil,1,24,24,"['bomb', 'exploded']",errores_humanos;fallos_equipos,0,1,0,1,0,0,0,0
1952-08-21,01:00:00,Airwork,Italia,1,57,7,"['engines', 'failure']",fallos_equipos;fallos_equipos,0,0,0,1,0,0,0,0
1952-08-26,07:00:00,Military - Pakistan Air Force,Pakistan,1,18,18,"['engine', 'failure']",fallos_equipos;fallos_equipos,0,0,0,1,0,0,0,0
1952-08-29,21:05:00,Phoenix Airlines,Sudan,1,4,2,"['landed', 'landing', 'night', 'proper', 'trees', 'weather']",errores_humanos;errores_humanos;problemas_meteorologicos;errores_humanos;problemas_meteorologicos;problemas_meteorologicos,0,1,0,0,0,0,0,1
1952-09-06,15:40:00,Private - de Havilland Aircraft,United Kingdom,1,1,1,"['design', 'engines', 'test', 'wing']",problemas_disenio;fallos_equipos;problemas_meteorologicos;problemas_disenio,0,0,0,1,1,0,0,1
1952-09-10,00:00:00,SAM Colombia,Panama,1,46,46,unknown,,0,0,0,0,0,0,0,0
1952-09-15,00:00:00,Kalinga Airlines,Sudan,1,3,3,"['airport', 'error', 'lack', 'navigational', 'proper']",fallas_gestion_trafico;fallos_equipos;errores_humanos;fallas_gestion_trafico;errores_humanos,0,1,1,1,0,0,0,0
1952-10-05,16:02:00,Aeroflot,Russia,1,21,21,"['collision', 'error']",fallos_equipos,0,0,0,1,0,0,0,0
1952-10-08,00:00:00,Military - Royal Air Force,United Kingdom,1,14,14,['practice'],errores_humanos,0,1,0,0,0,0,0,0
1952-10-14,00:00:00,Aero Brasil,Brazil,1,28,14,"['error', 'land', 'navigational', 'weather']",fallos_equipos;errores_humanos;fallas_gestion_trafico;problemas_meteorologicos,0,1,1,1,0,0,0,1
1952-10-16,00:00:00,Military - U.S. Air Force,korea,1,25,25,['wreckage'],fallos_equipos,0,0,0,1,0,0,0,0
1952-10-29,08:30:00,Military - U.S. Air Force,United States,1,16,16,"['mountain', 'visibility']",errores_humanos;problemas_meteorologicos,0,1,0,0,0,0,0,1
1952-11-06,00:00:00,Union Aeromaritime de Transport,Tchad Chad,1,6,5,unknown,,0,0,0,0,0,0,0,0
1952-11-07,03:00:00,Military - U.S. Air Force,United States,1,19,19,['unknown'],desconocido,1,0,0,0,0,0,0,0
1952-11-14,14:45:00,Military - U.S. Air Force,korea,1,44,44,"['clouds', 'land', 'mountain', 'mountains']",problemas_meteorologicos;errores_humanos;errores_humanos;errores_humanos,0,1,0,0,0,0,0,1
1952-11-15,00:00:00,Military - U.S. Air Force,United States,1,20,20,['unknown'],desconocido,1,0,0,0,0,0,0,0
1952-11-17,00:00:00,Military - U.S. Air Force,United States,1,16,9,"['engine', 'failed', 'landing']",fallos_equipos;fallos_equipos;errores_humanos,0,1,0,1,0,0,0,0
1952-11-22,20:15:00,Military - U.S. Air Force,United States,1,52,52,"['winds', 'wreckage']",problemas_meteorologicos;fallos_equipos,0,0,0,1,0,0,0,1
1952-11-28,00:50:00,Military - U.S. Air Force,United States,1,38,37,"['airport', 'engine', 'failed', 'fog', 'trees', 'visibility']",fallas_gestion_trafico;fallos_equipos;fallos_equipos;problemas_meteorologicos;problemas_meteorologicos;problemas_meteorologicos,0,0,1,1,0,0,0,1
1952-12-06,00:00:00,TABSO,in,1,18,18,['unknown'],desconocido,1,0,0,0,0,0,0,0
1952-12-06,04:40:00,Cubana de Aviacion,Bermuda,1,41,37,['airport'],fallas_gestion_trafico,0,0,1,0,0,0,0,0
1952-12-20,06:30:00,Military - U.S. Air Force,United States,1,115,87,"['burned', 'failure', 'snow', 'takeoff']",fallos_equipos;fallos_equipos;problemas_meteorologicos,0,0,0,1,0,0,0,1
1952-12-21,00:00:00,Rutas Aéreas Nacionales SA,United States,1,3,3,['unknown'],desconocido,1,0,0,0,0,0,0,0
1952-12-22,00:00:00,Syrian Air,Syria,1,999,9,unknown,,0,0,0,0,0,0,0,0
1952-12-25,00:00:00,Avensa,Venezuela,1,5,3,['unknown'],desconocido,1,0,0,0,0,0,0,0
1952-12-25,00:00:00,Iran Air,Iran,1,29,27,['landing'],errores_humanos,0,1,0,0,0,0,0,0
1952-12-30,00:00:00,Philippine Air Lines,Taiwan,1,10,2,"['fire', 'land', 'shot', 'takeoff']",fallos_equipos;errores_humanos;errores_humanos,0,1,0,1,0,0,0,0
1953-01-05,21:39:00,British European Airways,United Kingdom,1,35,27,"['approach', 'error', 'land']",errores_humanos;fallos_equipos;errores_humanos,0,1,0,1,0,0,0,0
1953-01-07,20:55:00,Flying Tiger Line,United States,1,7,7,"['approach', 'fire', 'mountain', 'procedure', 'tree']",errores_humanos;fallos_equipos;errores_humanos;errores_humanos;errores_humanos,0,1,0,1,0,0,0,0
1953-01-07,04:12:00,Associated Air Transport,United States,1,40,40,"['climb', 'icing', 'mountains', 'trees', 'turbulence']",problemas_disenio;problemas_meteorologicos;errores_humanos;problemas_meteorologicos;problemas_meteorologicos,0,1,0,0,1,0,0,1
1953-01-15,04:48:00,Military -Royal Air Force,Italia,1,26,26,"['collision', 'hail', 'rain', 'weather']",problemas_meteorologicos;problemas_meteorologicos;problemas_meteorologicos,0,0,0,0,0,0,0,1
1953-01-26,11:44:00,Linee Aeree Italiane,Italia,2,19,19,"['failed', 'mountains', 'wing']",fallos_equipos;errores_humanos;problemas_disenio,0,1,0,1,1,0,0,0
1953-02-02,05:30:00,Lancashire Aircraft Corporation (Skyways),Canada,1,39,39,['unknown'],desconocido,1,0,0,0,0,0,0,0
1953-02-03,00:00:00,Air Outremer,Vietnam,1,18,18,['bomb'],errores_humanos,0,1,0,0,0,0,0,0
1953-02-07,10:28:00,UTA,France,1,19,9,"['fog', 'land', 'trees', 'wrong']",problemas_meteorologicos;errores_humanos;problemas_meteorologicos;errores_humanos,0,1,0,0,0,0,0,1
1953-02-09,19:00:00,Military - Egyptian Air Force,Egypt,1,40,29,['unknown'],desconocido,1,0,0,0,0,0,0,0
1953-02-14,17:10:00,National Airlines,United States,1,46,46,"['broke', 'failure', 'storm', 'structure', 'turbulence', 'wing']",problemas_mantenimiento;fallos_equipos;problemas_meteorologicos;problemas_disenio;problemas_meteorologicos;problemas_disenio,0,0,0,1,1,0,1,1
1953-03-03,03:35:00,Canadian Pacific Air Lines,Pakistan,1,11,11,"['night', 'prescribed', 'stalled', 'takeoff']",problemas_meteorologicos;errores_humanos;fallos_equipos,0,1,0,1,0,0,0,1
1953-03-04,01:50:00,Slick Airways,United States,1,2,2,"['airport', 'approach', 'instrument', 'night', 'rain']",fallas_gestion_trafico;errores_humanos;fallos_equipos;problemas_meteorologicos;problemas_meteorologicos,0,1,1,1,0,0,0,1
1953-03-14,00:00:00,Orient Airways,India,1,16,16,"['mountain', 'visibility', 'weather']",errores_humanos;problemas_meteorologicos;problemas_meteorologicos,0,1,0,0,0,0,0,1
1953-03-17,00:00:00,Aigle Azur,Vietnam,1,8,8,['weather'],problemas_meteorologicos,0,0,0,0,0,0,0,1
1953-03-18,04:10:00,Military - U.S. Air Force,Canada,1,23,23,"['cloud', 'winds']",problemas_meteorologicos;problemas_meteorologicos,0,0,0,0,0,0,0,1
1953-03-18,19:51:00,u.s. Air Force,Canada,1,10,10,['land'],errores_humanos,0,1,0,0,0,0,0,0
1953-03-20,18:38:00,Transocean Air Lines,United States,1,35,35,"['bomb', 'burned', 'ice', 'maintenance', 'wing']",errores_humanos;fallos_equipos;problemas_meteorologicos;problemas_mantenimiento;problemas_disenio,0,1,0,1,1,0,1,1
1953-03-27,00:00:00,Transportes Aéreos Salvador,Brazil,1,14,14,"['engine', 'engines', 'error', 'takeoff']",fallos_equipos;fallos_equipos;fallos_equipos,0,0,0,1,0,0,0,0
1953-03-29,00:00:00,Central African Airways,Democratic Republic of Congo,1,13,13,"['failed', 'fatigue', 'winds', 'wing', 'wrong']",fallos_equipos;problemas_disenio;problemas_meteorologicos;problemas_disenio;errores_humanos,0,1,0,1,1,0,0,1
1953-04-10,00:00:00,Air France,Madagascar,1,15,4,"['engine', 'failure']",fallos_equipos;fallos_equipos,0,0,0,1,0,0,0,0
1953-04-10,00:00:00,REAL,Brazil,1,999,26,unknown,,0,0,0,0,0,0,0,0
1953-04-10,00:00:00,Caribbean International Airways,Jamaica,1,13,13,"['engine', 'failure', 'gear', 'takeoff']",fallos_equipos;fallos_equipos;fallos_equipos,0,0,0,1,0,0,0,0
1953-04-14,00:00:00,Airways,India,1,3,3,"['broke', 'failed', 'wing']",problemas_mantenimiento;fallos_equipos;problemas_disenio,0,0,0,1,1,0,1,0
1953-04-14,02:22:00,Miami Airlines,United States,1,25,7,"['engine', 'engines', 'failed', 'failure', 'inspection', 'lack', 'maintenance', 'mountain', 'proper']",fallos_equipos;fallos_equipos;fallos_equipos;fallos_equipos;problemas_mantenimiento;errores_humanos;problemas_mantenimiento;errores_humanos;errores_humanos,0,1,0,1,0,0,1,0
1953-04-16,00:00:00,Aigle Azur,Vietnam,1,30,30,"['failure', 'takeoff', 'wing']",fallos_equipos;problemas_disenio,0,0,0,1,1,0,0,0
1953-04-20,23:08:00,Western Airlines,United States,1,10,8,['prescribed'],errores_humanos,0,1,0,0,0,0,0,0
1953-05-02,16:35:00,British Overseas Airways,India,2,43,43,"['airport', 'broke', 'failure', 'thunderstorm', 'wreckage']",fallas_gestion_trafico;problemas_mantenimiento;fallos_equipos;problemas_meteorologicos;fallos_equipos,0,0,1,1,0,0,1,1
1953-05-07,00:00:00,Military - Royal Air Force,United Kingdom,1,10,10,['unknown'],desconocido,1,0,0,0,0,0,0,0
1953-05-09,01:28:00,Air India,India,1,18,18,"['error', 'inexperience', 'stalled', 'takeoff']",fallos_equipos;errores_humanos;fallos_equipos,0,1,0,1,0,0,0,0
1953-05-11,00:00:00,Canadian Pacific Air Lines,Canada,2,19,2,['land'],errores_humanos,0,1,0,0,0,0,0,0
1953-05-17,14:15:00,Delta Air Lines,United States,1,20,19,"['approach', 'failure', 'thunderstorm', 'thunderstorms']",errores_humanos;fallos_equipos;problemas_meteorologicos;problemas_meteorologicos,0,1,0,1,0,0,0,1
1953-05-24,04:18:00,Meteor Air,United States,1,7,6,"['approach', 'fuel', 'landing', 'power']",errores_humanos;problemas_mantenimiento;errores_humanos;problemas_mantenimiento,0,1,0,0,0,0,1,0
1953-05-25,15:30:00,KLM Royal Dutch Airlines,The Netherlands,1,34,0,['landed'],errores_humanos,0,1,0,0,0,0,0,0
1953-05-27,03:50:00,Aeroflot,Russia,1,20,20,"['collision', 'inadequate', 'prescribed']",errores_humanos;errores_humanos,0,1,0,0,0,0,0,0
1953-06-14,16:35:00,Aeroflot,United States,1,18,18,"['lightning', 'weather']",problemas_meteorologicos;problemas_meteorologicos,0,0,0,0,0,0,0,1
1953-06-15,00:00:00,LACSA,Costa Rica,1,17,9,"['land', 'mountains', 'weather']",errores_humanos;errores_humanos;problemas_meteorologicos,0,1,0,0,0,0,0,1
1953-06-15,00:00:00,LAN Chile,Chile,1,7,7,"['engine', 'fire']",fallos_equipos;fallos_equipos,0,0,0,1,0,0,0,0
1953-06-16,00:00:00,Aigle Azur,in,1,34,34,"['fire', 'shot']",fallos_equipos;errores_humanos,0,1,0,1,0,0,0,0
1953-06-17,22:00:00,Panair do Brasil,Brazil,1,17,17,"['approach', 'error', 'night', 'visibility']",errores_humanos;fallos_equipos;problemas_meteorologicos;problemas_meteorologicos,0,1,0,1,0,0,0,1
1953-06-18,16:34:00,Military - U.S. Air Force,Japan,2,129,129,"['approach', 'engine', 'failure', 'premature', 'takeoff']",errores_humanos;fallos_equipos;fallos_equipos;errores_humanos,0,1,0,1,0,0,0,0
1953-07-12,08:41:00,Transocean Air Lines,in,1,58,58,"['bomb', 'thunderstorms', 'turbulence']",errores_humanos;problemas_meteorologicos;problemas_meteorologicos,0,1,0,0,0,0,0,1
1953-07-17,23:15:00,Military - U.S. Navy,United States,1,46,44,"['climb', 'failed', 'maintain']",problemas_disenio;fallos_equipos;problemas_mantenimiento,0,0,0,1,1,0,1,0
1953-07-27,12:30:00,Aeroflot,The Democratic People's Republic of Korea,1,21,21,['shot'],errores_humanos,0,1,0,0,0,0,0,0
1953-08-03,02:28:00,Air France,Türkiye,1,42,4,"['broke', 'engine', 'failure']",problemas_mantenimiento;fallos_equipos;fallos_equipos,0,0,0,1,0,0,1,0
1953-08-03,22:37:00,Orient Airways,The United Arab Emirates,1,25,1,['failure'],fallos_equipos,0,0,0,1,0,0,0,0
1953-08-05,00:00:00,Military - U.S. Air Force,Australia,1,23,19,"['engines', 'fire']",fallos_equipos;fallos_equipos,0,0,0,1,0,0,0,0
1953-08-18,00:00:00,Aerovias Contreras,United States,1,2,2,['mountain'],errores_humanos,0,1,0,0,0,0,0,0
1953-09-01,23:30:00,Air France,France,1,42,42,"['airport', 'approach', 'error', 'land', 'navigational']",fallas_gestion_trafico;errores_humanos;fallos_equipos;errores_humanos;fallas_gestion_trafico,0,1,1,1,0,0,0,0
1953-09-01,18:42:00,Regina Cargo Airlines,United States,1,21,21,['mountains'],errores_humanos,0,1,0,0,0,0,0,0
1953-09-08,13:16:00,TACA,Honduras,1,3,3,"['approach', 'engine', 'engines', 'failed', 'failure', 'landing', 'power']",errores_humanos;fallos_equipos;fallos_equipos;fallos_equipos;fallos_equipos;errores_humanos;problemas_mantenimiento,0,1,0,1,0,0,1,0
1953-09-14,00:00:00,Transportes Aéreos Mexicanos,Mexico,1,2,1,"['approach', 'fog', 'land']",errores_humanos;problemas_meteorologicos;errores_humanos,0,1,0,0,0,0,0,1
