fecha,HORA declarada,OperadOR,Pais_Accidente,Cantidad de rutas,all_aboard,cantidad de fallecidos,Cause,Cause_Category,desconocido,errores_humanos,fallas_gestion_trafico,fallos_equipos,problemas_disenio,problemas_fabricacion,problemas_mantenimiento,problemas_meteorologicos
1908-09-17,17:18:00,Military - U.S. Army,United States,1,2,1,"['broken', 'demonstration']",problemas_mantenimiento;errores_humanos,0,1,0,0,0,0,1,0
1909-09-07,00:00:00,Unknown,France,1,1,1,['unknown'],desconocido,1,0,0,0,0,0,0,0
1912-07-12,06:30:00,Military - U.S. Navy,United States,1,5,5,"['exploded', 'test']",fallos_equipos;problemas_meteorologicos,0,0,0,1,0,0,0,1
1913-08-06,00:00:00,Private,Canada,2,1,1,['unknown'],desconocido,1,0,0,0,0,0,0,0
1913-09-09,18:30:00,Military - German Navy,North Sea,1,20,14,"['broke', 'thunderstorm']",problemas_mantenimiento;problemas_meteorologicos,0,0,0,0,0,0,1,1
1913-10-17,10:30:00,Military - German Navy,Deutschland,1,28,28,"['engine', 'explode']",fallos_equipos;fallos_equipos,0,0,0,1,0,0,0,0
1915-03-05,01:00:00,Military - German Navy,Belgium,1,41,17,"['land', 'shot', 'trees']",errores_humanos;errores_humanos;problemas_meteorologicos,0,1,0,0,0,0,0,1
1915-09-03,15:20:00,Military - German Navy,Deutschland,1,19,19,"['burned', 'exploded', 'lightning']",fallos_equipos;fallos_equipos;problemas_meteorologicos,0,0,0,1,0,0,0,1
1916-07-28,00:00:00,Military - German Army,Italia,1,20,20,['unknown'],desconocido,1,0,0,0,0,0,0,0
1916-09-24,01:00:00,Military - German Navy,United Kingdom,1,22,22,['shot'],errores_humanos,0,1,0,0,0,0,0,0
1916-10-01,23:45:00,Military - German Navy,United Kingdom,1,19,19,['shot'],errores_humanos,0,1,0,0,0,0,0,0
1916-11-21,00:00:00,Military - German Army,Deutschland,1,28,27,['storm'],problemas_meteorologicos,0,0,0,0,0,0,0,1
1916-11-28,23:45:00,Military - German Navy,United Kingdom,1,20,20,"['fire', 'shot']",fallos_equipos;errores_humanos,0,1,0,1,0,0,0,0
1917-03-04,00:00:00,Military - German Army,Belgium,1,20,20,['fire'],fallos_equipos,0,0,0,1,0,0,0,0
1917-03-30,00:00:00,Military - German Navy,United States,1,23,23,['lightning'],problemas_meteorologicos,0,0,0,0,0,0,0,1
1917-05-14,05:15:00,Military - German Navy,North Sea,1,21,21,['fire'],fallos_equipos,0,0,0,1,0,0,0,0
1917-06-14,08:45:00,Military - German Navy,North Sea,1,24,24,['shot'],errores_humanos,0,1,0,0,0,0,0,0
1917-06-17,00:00:00,Unknown,United Kingdom,1,16,14,['shot'],errores_humanos,0,1,0,0,0,0,0,0
1917-08-21,07:00:00,Military - German Navy,Australia,1,18,18,['shot'],errores_humanos,0,1,0,0,0,0,0,0
1917-10-20,07:45:00,Military - German Navy,France,1,18,18,"['fire', 'shot']",fallos_equipos;errores_humanos,0,1,0,1,0,0,0,0
1918-04-07,21:30:00,Military - German Navy,Cyprus,1,23,23,['exploded'],fallos_equipos,0,0,0,1,0,0,0,0
1918-08-05,00:00:00,Military - German Navy,Deutschland,1,22,22,['shot'],errores_humanos,0,1,0,0,0,0,0,0
1918-08-11,10:00:00,Military - German Navy,North Sea,1,19,19,['shot'],errores_humanos,0,1,0,0,0,0,0,0
1918-12-16,00:00:00,US Aerial Mail Service,United States,1,1,1,"['land', 'wind']",errores_humanos;problemas_meteorologicos,0,1,0,0,0,0,0,1
1919-05-25,00:00:00,US Aerial Mail Service,United States,1,1,1,['fire'],fallos_equipos,0,0,0,1,0,0,0,0
1919-07-19,00:00:00,US Aerial Mail Service,United States,1,1,1,['unknown'],desconocido,1,0,0,0,0,0,0,0
1919-07-21,16:55:00,Wingfoot Air Express Goodyear Tire,United States,1,999,3,['fire'],fallos_equipos,0,0,0,1,0,0,0,0
1919-08-02,00:00:00,Caproni Company,Italia,1,14,14,['collapsed'],problemas_disenio,0,0,0,0,1,0,0,0
1919-10-02,00:00:00,Aircraft Transport and Travel,United Kingdom,1,1,1,unknown,,0,0,0,0,0,0,0,0
1919-10-14,00:00:00,US Aerial Mail Service,United States,1,1,1,"['approach', 'fog', 'tree']",errores_humanos;problemas_meteorologicos;errores_humanos,0,1,0,0,0,0,0,1
1919-10-20,00:00:00,Aircraft Transport and Travel,United Kingdom,1,0,0,"['fog', 'land']",problemas_meteorologicos;errores_humanos,0,1,0,0,0,0,0,1
1919-10-30,00:00:00,US Aerial Mail Service,United States,1,1,1,"['landing', 'maintain', 'visual', 'weather']",errores_humanos;problemas_mantenimiento;problemas_meteorologicos;problemas_meteorologicos,0,1,0,0,0,0,1,1
1919-12-11,00:00:00,Aircraft Travel Transport,United Kingdom,2,1,1,['land'],errores_humanos,0,1,0,0,0,0,0,0
1920-03-10,00:00:00,US Aerial Mail Service,United States,1,1,1,"['fog', 'trees']",problemas_meteorologicos;problemas_meteorologicos,0,0,0,0,0,0,0,1
1920-03-30,00:00:00,US Aerial Mail Service,United States,1,1,1,"['chimney', 'land', 'visibility']",errores_humanos;errores_humanos;problemas_meteorologicos,0,1,0,0,0,0,0,1
1920-04-10,00:00:00,US Aerial Mail Service,United States,1,2,1,"['fire', 'landing']",fallos_equipos;errores_humanos,0,1,0,1,0,0,0,0
1920-04-11,00:00:00,US Aerial Mail Service,United States,1,2,1,['approach'],errores_humanos,0,1,0,0,0,0,0,0
1920-05-12,00:00:00,US Aerial Mail Service,United States,1,2,1,['weather'],problemas_meteorologicos,0,0,0,0,0,0,0,1
1920-06-06,00:00:00,US Aerial Mail Service,United States,1,1,1,"['engine', 'failure']",fallos_equipos;fallos_equipos,0,0,0,1,0,0,0,0
1920-07-20,00:00:00,Compañia Colombiana de Navegación Aérea,Colombia,1,1,1,"['engine', 'failure', 'fuel']",fallos_equipos;fallos_equipos;problemas_mantenimiento,0,0,0,1,0,0,1,0
1920-08-16,00:00:00,By Air,United Kingdom,1,1,1,['unknown'],desconocido,1,0,0,0,0,0,0,0
1920-08-16,00:00:00,US Aerial Mail Service,United States,1,1,1,"['land', 'mast', 'visibility']",errores_humanos;errores_humanos;problemas_meteorologicos,0,1,0,0,0,0,0,1
1920-09-01,00:00:00,US Aerial Mail Service,United States,1,2,2,['fire'],fallos_equipos,0,0,0,1,0,0,0,0
1920-09-15,00:00:00,US Aerial Mail Service,United States,1,2,2,"['engine', 'fire', 'landing']",fallos_equipos;fallos_equipos;errores_humanos,0,1,0,1,0,0,0,0
1920-09-27,00:00:00,US Aerial Mail Service,United States,1,1,1,"['power', 'visibility']",problemas_mantenimiento;problemas_meteorologicos,0,0,0,0,0,0,1,1
1920-10-02,00:00:00,Latecoere Airlines,France,1,2,2,['unknown'],desconocido,1,0,0,0,0,0,0,0
1920-10-05,00:00:00,Latecoere Airlines,spain,1,2,2,['land'],errores_humanos,0,1,0,0,0,0,0,0
1920-10-15,00:00:00,US Aerial Mail Service,United States,1,1,1,"['fog', 'land', 'obstruction']",problemas_meteorologicos;errores_humanos;problemas_disenio,0,1,0,0,1,0,0,1
1920-11-07,00:00:00,US Aerial Mail Service,United States,1,1,1,"['mountain', 'weather']",errores_humanos;problemas_meteorologicos,0,1,0,0,0,0,0,1
1920-12-14,12:15:00,Handley Page Transport,United Kingdom,1,8,4,"['error', 'failed', 'fog', 'tree', 'wind']",fallos_equipos;fallos_equipos;problemas_meteorologicos;errores_humanos;problemas_meteorologicos,0,1,0,1,0,0,0,1
1920-12-24,00:00:00,Aeropostale,spain,1,1,1,"['engine', 'failed', 'stalled']",fallos_equipos;fallos_equipos;fallos_equipos,0,0,0,1,0,0,0,0
1921-02-03,00:00:00,US Aerial Mail Service,in,1,1,1,"['engine', 'failed', 'takeoff']",fallos_equipos;fallos_equipos,0,0,0,1,0,0,0,0
1921-02-09,00:00:00,US Aerial Mail Service,United States,1,3,3,['unknown'],desconocido,1,0,0,0,0,0,0,0
1921-02-15,00:00:00,Aeropostale,Gibraltar,1,2,2,"['approach', 'weather']",errores_humanos;problemas_meteorologicos,0,1,0,0,0,0,0,1
1921-02-22,00:00:00,US Aerial Mail Service,United States,1,1,1,['stalled'],fallos_equipos,0,0,0,1,0,0,0,0
1921-04-06,00:00:00,Military - Royal Australian Air Force,Australia,1,2,2,"['exploded', 'training']",fallos_equipos;errores_humanos,0,1,0,1,0,0,0,0
1921-04-21,00:00:00,US Aerial Mail Service,United States,1,1,1,['stalled'],fallos_equipos,0,0,0,1,0,0,0,0
1921-04-29,00:00:00,US Aerial Mail Service,United States,1,1,1,"['fog', 'weather']",problemas_meteorologicos;problemas_meteorologicos,0,0,0,0,0,0,0,1
1921-05-17,00:00:00,US Aerial Mail Service,United States,1,1,1,['land'],errores_humanos,0,1,0,0,0,0,0,0
1921-08-14,00:00:00,Aeropostale,France,1,2,2,unknown,,0,0,0,0,0,0,0,0
1921-08-24,17:40:00,Military - Royal Airship Works,United Kingdom,1,49,43,"['design', 'explosions', 'failure', 'faulty', 'fire', 'overstressed', 'skeleton', 'test', 'weaker']",problemas_disenio;fallos_equipos;fallos_equipos;problemas_mantenimiento;fallos_equipos;problemas_disenio;problemas_disenio;problemas_meteorologicos,0,0,0,1,1,0,1,1
1921-09-06,00:00:00,Franco-Roumaine,France,1,5,5,"['airport', 'approach', 'landing']",fallas_gestion_trafico;errores_humanos;errores_humanos,0,1,1,0,0,0,0,0
1921-12-05,00:00:00,West Australian Airways,Australia,1,2,2,['approach'],errores_humanos,0,1,0,0,0,0,0,0
1922-01-14,00:00:00,Handley Page Transport,France,1,5,5,['unknown'],desconocido,1,0,0,0,0,0,0,0
1922-02-21,00:00:00,Military - U.S. Army Air Service,United States,1,45,34,['malfunctioning'],fallos_equipos,0,0,0,1,0,0,0,0
1922-03-22,11:40:00,Aero Limited,North Atlantic,1,6,5,['broke'],problemas_mantenimiento,0,0,0,0,0,0,1,0
1922-04-07,13:15:00,Daimler Airways / Grands Express Aeriens,France,1,7,7,"['collision', 'visibility', 'weather']",problemas_meteorologicos;problemas_meteorologicos,0,0,0,0,0,0,0,1
1922-04-08,00:00:00,Unknown,China,1,17,17,['test'],problemas_meteorologicos,0,0,0,0,0,0,0,1
1922-06-03,00:00:00,Cie des Messageries Aeriennes,United Kingdom,2,3,3,['unknown'],desconocido,1,0,0,0,0,0,0,0
1922-07-04,00:00:00,Unknown,Deutschland,1,3,2,"['engine', 'trees']",fallos_equipos;problemas_meteorologicos,0,0,0,1,0,0,0,1
1922-07-16,16:45:00,Compagnie Franco-Roumaine de Navigaation Aerienne,France,2,5,5,"['engine', 'landing', 'stalled', 'winds']",fallos_equipos;errores_humanos;fallos_equipos;problemas_meteorologicos,0,1,0,1,0,0,0,1
1922-07-26,00:00:00,Grands Express Aeriens,spain,1,3,3,"['engine', 'landing', 'telephone']",fallos_equipos;errores_humanos,0,1,0,1,0,0,0,0
1922-09-07,00:00:00,US Aerial Mail Service,United States,1,1,1,"['stalled', 'takeoff']",fallos_equipos,0,0,0,1,0,0,0,0
1922-10-02,00:00:00,de Havilland Air Service,Italia,1,4,4,['unknown'],desconocido,1,0,0,0,0,0,0,0
1922-10-25,00:00:00,Grands Express Aeriens,Morocco,1,2,2,['unknown'],desconocido,1,0,0,0,0,0,0,0
1922-12-03,00:00:00,Grands Express Aeriens,Morocco,1,1,1,['foggy'],problemas_meteorologicos,0,0,0,0,0,0,0,1
1923-01-10,00:00:00,Amee de l'Air,France,1,4,3,['failure'],fallos_equipos,0,0,0,1,0,0,0,0
1923-01-17,00:00:00,Grands Express Aeriens,spain,1,1,1,"['mountain', 'snowstorm']",errores_humanos;problemas_meteorologicos,0,1,0,0,0,0,0,1
1923-01-18,00:00:00,US Aerial Mail Service,United States,1,1,1,['unknown'],desconocido,1,0,0,0,0,0,0,0
1923-02-26,00:00:00,US Aerial Mail Service,United States,1,1,1,"['approach', 'weather']",errores_humanos;problemas_meteorologicos,0,1,0,0,0,0,0,1
1923-05-14,13:42:00,Grands Express Aeriens (Air Union),France,2,6,6,"['broke', 'failure', 'fire', 'structure', 'wing']",problemas_mantenimiento;fallos_equipos;fallos_equipos;problemas_disenio;problemas_disenio,0,0,0,1,1,0,1,0
1923-08-27,17:30:00,Air Union,United Kingdom,1,11,1,"['engine', 'landing', 'misunderstood']",fallos_equipos;errores_humanos;errores_humanos,0,1,0,1,0,0,0,0
1923-08-27,00:00:00,Campagnie France Roumaine,Romania,1,2,2,['approach'],errores_humanos,0,1,0,0,0,0,0,0
1923-09-07,00:00:00,US Aerial Mail Service,United States,1,1,1,['landing'],errores_humanos,0,1,0,0,0,0,0,0
1923-09-14,18:00:00,Daimler Airways,United Kingdom,2,5,5,"['landing', 'rain']",errores_humanos;problemas_meteorologicos,0,1,0,0,0,0,0,1
1923-11-18,00:00:00,CCCP,Russia,1,5,3,['training'],errores_humanos,0,1,0,0,0,0,0,0
1923-12-06,00:00:00,US Aerial Mail Service,United States,1,1,1,['unknown'],desconocido,1,0,0,0,0,0,0,0
1923-12-23,02:30:00,Military - French Navy,Mediterranean Sea,1,52,52,"['fuel', 'lightning', 'winds']",problemas_mantenimiento;problemas_meteorologicos;problemas_meteorologicos,0,0,0,0,0,0,1,1
1923-12-24,00:00:00,US Aerial Mail Service,United States,1,1,1,['weather'],problemas_meteorologicos,0,0,0,0,0,0,0,1
1924-03-07,00:00:00,US Aerial Mail Service,United States,1,1,1,['snowstorm'],problemas_meteorologicos,0,0,0,0,0,0,0,1
1924-04-24,00:00:00,KLM Royal Dutch Airlines,Guernsey,1,3,3,['unknown'],desconocido,1,0,0,0,0,0,0,0
1924-06-08,00:00:00,SCADTA,Colombia,1,5,5,['stalled'],fallos_equipos,0,0,0,1,0,0,0,0
1924-08-01,00:00:00,US Aerial Mail Service,United States,1,1,1,['stalled'],fallos_equipos,0,0,0,1,0,0,0,0
1924-11-06,00:00:00,Grands Express Aeriens,France,1,1,1,['thunderstorms'],problemas_meteorologicos,0,0,0,0,0,0,0,1
1924-12-21,00:00:00,US Aerial Mail Service,United States,1,1,1,['snowstorm'],problemas_meteorologicos,0,0,0,0,0,0,0,1
1924-12-24,12:00:00,Imperial Airways,United Kingdom,1,8,8,"['failure', 'landing', 'mechanical', 'stall']",fallos_equipos;errores_humanos;fallos_equipos;fallos_equipos,0,1,0,1,0,0,0,0
1925-03-22,00:00:00,Zakavia,Russia,2,5,5,['unknown'],desconocido,1,0,0,0,0,0,0,0
1925-04-25,00:00:00,Grands Express Aeriens,spain,1,3,3,"['lightning', 'stalled', 'takeoff', 'visibility']",problemas_meteorologicos;fallos_equipos;problemas_meteorologicos,0,0,0,1,0,0,0,1
1925-06-25,00:00:00,KLM Royal Dutch Airlines,France,1,4,4,"['failure', 'trees', 'weather', 'wing']",fallos_equipos;problemas_meteorologicos;problemas_meteorologicos;problemas_disenio,0,0,0,1,1,0,0,1
1925-06-26,00:00:00,Grands Express Aeriens,spain,1,2,2,"['land', 'lightning', 'mast']",errores_humanos;problemas_meteorologicos;errores_humanos,0,1,0,0,0,0,0,1
1925-07-20,00:00:00,Lignes Aeriennes Latecoere,spain,1,1,1,['unknown'],desconocido,1,0,0,0,0,0,0,0
1925-07-24,00:00:00,CIDNA,Hungary,1,1,1,"['airport', 'land']",fallas_gestion_trafico;errores_humanos,0,1,1,0,0,0,0,0
1925-09-03,05:30:00,Military - U.S. Navy,United States,1,43,14,"['engine', 'explode', 'maintain', 'overstressed', 'pressure', 'structure', 'thunderstorms']",fallos_equipos;fallos_equipos;problemas_mantenimiento;problemas_disenio;fallos_equipos;problemas_disenio;problemas_meteorologicos,0,0,0,1,1,0,1,1
1925-09-07,00:00:00,CIDNA,France,1,999,999,unknown,,0,0,0,0,0,0,0,0
1925-10-01,00:00:00,US Aerial Mail Service,United States,1,1,1,"['fog', 'visibility']",problemas_meteorologicos;problemas_meteorologicos,0,0,0,0,0,0,0,1
1925-11-14,00:00:00,Lignes Aeriennes Latecoere,Mauritania,1,1,1,['sunstroke'],problemas_meteorologicos,0,0,0,0,0,0,0,1
1925-11-14,00:00:00,Air Union,France,1,2,2,unknown,,0,0,0,0,0,0,0,0
1926-02-12,00:00:00,US Aerial Mail Service,United States,1,1,1,['trees'],problemas_meteorologicos,0,0,0,0,0,0,0,1
1926-03-08,00:00:00,Deutche Lufthansa,Deutschland,1,1,1,"['land', 'stalled', 'training']",errores_humanos;fallos_equipos;errores_humanos,0,1,0,1,0,0,0,0
1926-05-31,00:00:00,Air Union,Guernsey,1,1,1,['unknown'],desconocido,1,0,0,0,0,0,0,0
1926-07-03,00:00:00,Compagnie Internationale de Navigation Aérienne,Philippines,1,6,6,"['mountain', 'weather']",errores_humanos;problemas_meteorologicos,0,1,0,0,0,0,0,1
1926-07-09,09:30:00,KLM Royal Dutch Airlines,Belgium,1,2,2,['weather'],problemas_meteorologicos,0,0,0,0,0,0,0,1
1926-07-24,00:00:00,Deutsche Lufthansa,Deutschland,1,5,5,['weather'],problemas_meteorologicos,0,0,0,0,0,0,0,1
1926-08-18,00:00:00,Air Union,United Kingdom,2,15,3,"['engine', 'failure', 'fog', 'landing']",fallos_equipos;fallos_equipos;problemas_meteorologicos;errores_humanos,0,1,0,1,0,0,0,1
1926-09-26,00:00:00,Unknown,United States,1,5,2,"['gear', 'landing']",fallos_equipos;errores_humanos,0,1,0,1,0,0,0,0
1926-10-02,15:27:00,Air Union,in,2,7,7,"['engine', 'fire', 'landing']",fallos_equipos;fallos_equipos;errores_humanos,0,1,0,1,0,0,0,0
1926-10-08,00:00:00,Deutsche Lufthansa,Deutschland,1,4,4,['weather'],problemas_meteorologicos,0,0,0,0,0,0,0,1
1926-10-21,13:15:00,Imperial Airways,Guernsey,1,12,0,"['engine', 'power']",fallos_equipos;problemas_mantenimiento,0,0,0,1,0,0,1,0
1926-11-11,08:00:00,Grands Express Aeriens,Morocco,1,3,3,"['engine', 'failed', 'fire', 'landing']",fallos_equipos;fallos_equipos;fallos_equipos;errores_humanos,0,1,0,1,0,0,0,0
1926-12-16,00:00:00,Pacific Air Transport,United States,1,1,1,"['foggy', 'mountain']",problemas_meteorologicos;errores_humanos,0,1,0,0,0,0,0,1
1927-01-12,00:00:00,Fokker,France,1,0,0,"['landed', 'landing', 'weather']",errores_humanos;errores_humanos;problemas_meteorologicos,0,1,0,0,0,0,0,1
1927-03-20,00:00:00,Grands Express Aeriens,Morocco,1,1,1,['unknown'],desconocido,1,0,0,0,0,0,0,0
1927-03-24,00:00:00,Qantas,Australia,2,3,3,"['engine', 'failed', 'land', 'stalled']",fallos_equipos;fallos_equipos;errores_humanos;fallos_equipos,0,1,0,1,0,0,0,0
1927-04-15,00:00:00,Varney Air Lines,United States,1,1,1,['engine'],fallos_equipos,0,0,0,1,0,0,0,0
1927-04-22,00:00:00,Deutsche Lufthansa,Deutschland,1,2,2,"['engine', 'failure']",fallos_equipos;fallos_equipos,0,0,0,1,0,0,0,0
1927-04-22,00:00:00,US Aerial Mail Service,United States,1,1,1,"['snow', 'storm']",problemas_meteorologicos;problemas_meteorologicos,0,0,0,0,0,0,0,1
1927-05-02,00:00:00,Air Union,Algeria,1,3,1,"['engine', 'stalled']",fallos_equipos;fallos_equipos,0,0,0,1,0,0,0,0
1927-07-27,00:00:00,Deutsche Lufthansa,Deutschland,1,5,5,"['engine', 'failure', 'landing']",fallos_equipos;fallos_equipos;errores_humanos,0,1,0,1,0,0,0,0
1927-08-22,08:30:00,KLM Royal Dutch Airlines,United Kingdom,1,11,1,"['broken', 'landing', 'tree']",problemas_mantenimiento;errores_humanos;errores_humanos,0,1,0,0,0,0,1,0
1927-09-03,00:00:00,Colonial Air Transport,United States,1,1,1,['unknown'],desconocido,1,0,0,0,0,0,0,0
1927-09-17,00:00:00,Reynolds Airways,United States,1,12,7,"['engine', 'failed', 'failure', 'stalled']",fallos_equipos;fallos_equipos;fallos_equipos;fallos_equipos,0,0,0,1,0,0,0,0
1927-09-17,04:05:00,Private,United States,1,3,3,['unknown'],desconocido,1,0,0,0,0,0,0,0
1927-09-23,10:00:00,Deutsche Lufthansa,Deutschland,1,6,6,"['broken', 'wing']",problemas_mantenimiento;problemas_disenio,0,0,0,0,1,0,1,0
1927-10-06,00:00:00,Lignes Aeriennes Latecoere,Mauritania,1,2,2,['land'],errores_humanos,0,1,0,0,0,0,0,0
1927-10-30,00:00:00,Colonial Air Transport,United States,1,4,4,['airport'],fallas_gestion_trafico,0,0,1,0,0,0,0,0
1927-11-08,00:00:00,CIDNA,France,1,1,1,['unknown'],desconocido,1,0,0,0,0,0,0,0
1927-11-16,00:00:00,Aero O-Y,Estonia,1,6,6,['unknown'],desconocido,1,0,0,0,0,0,0,0
1927-11-29,00:00:00,National Air Transport,United States,1,1,1,"['night', 'weather']",problemas_meteorologicos;problemas_meteorologicos,0,0,0,0,0,0,0,1
1927-12-28,00:00:00,Aeropostale,spain,1,1,1,['fire'],fallos_equipos,0,0,0,1,0,0,0,0
1927-12-31,00:00:00,Latecoere Airlines,France,1,5,5,['failure'],fallos_equipos,0,0,0,1,0,0,0,0
1928-01-08,00:00:00,Colonial Western Airlines,United States,1,3,3,"['dense', 'fog', 'trees']",problemas_meteorologicos;problemas_meteorologicos;problemas_meteorologicos,0,0,0,0,0,0,0,1
1928-01-16,00:00:00,Aeropostale,Uruguay,1,2,2,['wing'],problemas_disenio,0,0,0,0,1,0,0,0
1928-01-22,00:00:00,Aeropostale,France,1,1,1,"['difficulties', 'mechanical']",errores_humanos;fallos_equipos,0,1,0,1,0,0,0,0
1928-01-22,00:00:00,Aeropostale,spain,1,2,2,['unknown'],desconocido,1,0,0,0,0,0,0,0
1928-01-27,00:00:00,Aeropostale,spain,1,1,1,"['broke', 'turbulence']",problemas_mantenimiento;problemas_meteorologicos,0,0,0,0,0,0,1,1
1928-02-26,00:00:00,Boeing Air Transport,United States,1,2,1,"['burned', 'trees']",fallos_equipos;problemas_meteorologicos,0,0,0,1,0,0,0,1
1928-03-11,00:00:00,Air Union,France,1,2,2,['weather'],problemas_meteorologicos,0,0,0,0,0,0,0,1
1928-04-17,00:00:00,Boeing Air Transport,United States,1,2,1,['snowstorm'],problemas_meteorologicos,0,0,0,0,0,0,0,1
1928-04-19,00:00:00,Iberia Airlines,spain,1,9,9,['fog'],problemas_meteorologicos,0,0,0,0,0,0,0,1
1928-05-07,00:00:00,Aeropostale,Brazil,3,5,1,['fire'],fallos_equipos,0,0,0,1,0,0,0,0
1928-05-12,00:00:00,Ford Air Freight Inc.,United States,1,2,2,['unknown'],desconocido,1,0,0,0,0,0,0,0
1928-05-26,00:00:00,Deutsche Lufthansa,Deutschland,1,5,3,"['burned', 'error', 'fog', 'landing']",fallos_equipos;fallos_equipos;problemas_meteorologicos;errores_humanos,0,1,0,1,0,0,0,1
1928-06-14,00:00:00,Deutsche Lufthansa,Deutschland,1,5,5,['unknown'],desconocido,1,0,0,0,0,0,0,0
1928-06-22,00:00:00,National Air Transport,United States,1,1,1,"['tornado', 'winds']",problemas_meteorologicos;problemas_meteorologicos,0,0,0,0,0,0,0,1
1928-07-10,00:00:00,Aero O-Y,Estonia,1,6,6,['unknown'],desconocido,1,0,0,0,0,0,0,0
1928-07-13,00:00:00,Imperial Airways,United Kingdom,1,6,4,"['airport', 'difficulties', 'engine']",fallas_gestion_trafico;errores_humanos;fallos_equipos,0,1,1,1,0,0,0,0
1928-07-24,14:48:00,KLM Royal Dutch Airlines,The Netherlands,1,6,1,"['shipsmast', 'stalled']",errores_humanos;fallos_equipos,0,1,0,1,0,0,0,0
1928-08-25,11:00:00,British Columbia Airways,Canada,2,7,7,"['dense', 'fog']",problemas_meteorologicos;problemas_meteorologicos,0,0,0,0,0,0,0,1
1928-09-02,09:15:00,CIDNA,France,1,5,5,"['engine', 'failed', 'stalled']",fallos_equipos;fallos_equipos;fallos_equipos,0,0,0,1,0,0,0,0
1928-09-04,00:00:00,Qantas,Australia,1,2,1,"['cloud', 'fire', 'weather']",problemas_meteorologicos;fallos_equipos;problemas_meteorologicos,0,0,0,1,0,0,0,1
1928-09-04,11:30:00,National Parks Airways,United States,1,7,7,"['landing', 'wind']",errores_humanos;problemas_meteorologicos,0,1,0,0,0,0,0,1
1928-09-06,00:00:00,Deutsche Lufthansa,Deutschland,1,3,3,"['engine', 'failure']",fallos_equipos;fallos_equipos,0,0,0,1,0,0,0,0
1928-10-04,00:00:00,Aeropostale,spain,1,3,3,"['fog', 'mountain']",problemas_meteorologicos;errores_humanos,0,1,0,0,0,0,0,1
1928-10-18,00:00:00,National Air Transport,United States,1,1,1,"['burned', 'night', 'weather']",fallos_equipos;problemas_meteorologicos;problemas_meteorologicos,0,0,0,1,0,0,0,1
1928-10-31,00:00:00,Air Union,France,1,2,1,['landing'],errores_humanos,0,1,0,0,0,0,0,0
1928-11-15,00:00:00,Aeropostale,Gibraltar,1,3,1,"['error', 'lightning', 'mast']",fallos_equipos;problemas_meteorologicos;errores_humanos,0,1,0,1,0,0,0,1
1928-11-24,00:00:00,Universal Airlines,United States,1,3,3,"['snow', 'storm']",problemas_meteorologicos;problemas_meteorologicos,0,0,0,0,0,0,0,1
1928-11-25,00:00:00,Continental Air Lines,United States,1,1,1,"['snow', 'storm']",problemas_meteorologicos;problemas_meteorologicos,0,0,0,0,0,0,0,1
1928-11-25,00:00:00,National Air Transport,United States,1,1,1,"['snow', 'storm']",problemas_meteorologicos;problemas_meteorologicos,0,0,0,0,0,0,0,1
1928-12-01,10:00:00,Sunbeam Air Transport Co.,United States,1,5,5,['burned'],fallos_equipos,0,0,0,1,0,0,0,0
1928-12-03,08:00:00,Syndicato Condor,Brazil,1,14,14,"['collision', 'engines', 'exploded']",fallos_equipos;fallos_equipos,0,0,0,1,0,0,0,0
1928-12-10,10:45:00,Spokane Airways,United States,1,5,5,"['fog', 'land']",problemas_meteorologicos;errores_humanos,0,1,0,0,0,0,0,1
1928-12-11,00:00:00,Deutsche Lufthansa,Deutschland,1,4,3,"['broke', 'fuel', 'landing']",problemas_mantenimiento;problemas_mantenimiento;errores_humanos,0,1,0,0,0,0,1,0
1928-12-20,00:00:00,National Air Transport,United States,1,1,1,"['snow', 'storm', 'tree']",problemas_meteorologicos;problemas_meteorologicos;errores_humanos,0,1,0,0,0,0,0,1
1928-12-23,00:00:00,Interstate Airlines,United States,1,4,4,['takeoff'],,0,0,0,0,0,0,0,0
1928-12-31,00:00:00,CIDNA,France,1,3,2,['fog'],problemas_meteorologicos,0,0,0,0,0,0,0,1
1929-01-05,00:00:00,Colonial Air Transport,United States,1,1,1,"['mountain', 'weather']",errores_humanos;problemas_meteorologicos,0,1,0,0,0,0,0,1
1929-01-18,00:00:00,Varney Air Lines,United States,1,1,1,['landing'],errores_humanos,0,1,0,0,0,0,0,0
1929-01-25,00:00:00,Aeroespresso,Hellas,1,9,2,['weather'],problemas_meteorologicos,0,0,0,0,0,0,0,1
1929-01-31,00:00:00,Aeropostale,Morocco,1,2,2,['unknown'],desconocido,1,0,0,0,0,0,0,0
1929-01-31,00:00:00,Skyline Transportation Company,United States,1,1,1,['land'],errores_humanos,0,1,0,0,0,0,0,0
1929-03-17,17:00:00,Colonial Western Airlines,United States,1,15,14,"['engine', 'engines', 'failed', 'failure', 'landing', 'stall', 'stalled']",fallos_equipos;fallos_equipos;fallos_equipos;fallos_equipos;errores_humanos;fallos_equipos;fallos_equipos,0,1,0,1,0,0,0,0
1929-03-30,09:18:00,New Standard Airlines,United States,1,4,4,"['airport', 'fog', 'mountain', 'winds']",fallas_gestion_trafico;problemas_meteorologicos;errores_humanos;problemas_meteorologicos,0,1,1,0,0,0,0,1
1929-04-21,11:45:00,Maddux Airlines / Military - U.S.Army Air Force,United States,1,6,6,"['collision', 'negligent']",errores_humanos,0,1,0,0,0,0,0,0
